instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
12577,2012-06-09,2,1,6,1,0,5,0,2,0.5623,0.5848,0.5299,0.0351,2,8,10
12578,2012-06-09,2,1,6,2,0,5,0,2,0.5194,0.5268,0.6152,0.1127,0,4,4
12579,2012-06-09,2,1,6,3,0,5,0,2,0.5358,0.5544,0.4738,0.1456,0,4,4
12580,2012-06-09,2,1,6,4,0,5,0,1,0.5621,0.524,0.7716,0.0057,1,7,8
12581,2012-06-09,2,1,6,5,0,5,0,1,0.5385,0.5448,0.3638,0.056,4,27,31
12582,2012-06-09,2,1,6,6,0,5,0,2,0.616,0.5872,0.1115,0.0528,8,65,73
12583,2012-06-09,2,1,6,7,0,5,0,1,0.6327,0.6471,0.4842,0.0272,37,135,172
12584,2012-06-09,2,1,6,8,0,5,0,2,0.5633,0.5928,0.6209,0.1934,21,144,165
12585,2012-06-09,2,1,6,9,0,5,0,1,0.5498,0.52,0.5996,0.0056,21,111,132
12586,2012-06-09,2,1,6,10,0,5,0,2,0.5392,0.5852,0.4017,0.1264,20,114,134
12587,2012-06-09,2,1,6,11,0,5,0,1,0.4988,0.4696,0.3421,0.0378,32,81,113
12588,2012-06-09,2,1,6,12,0,5,0,1,0.6109,0.6691,0.4725,0.366,37,107,144
12589,2012-06-09,2,1,6,13,0,5,0,1,0.5621,0.6286,0.4939,0.0246,22,54,76
12590,2012-06-09,2,1,6,14,0,5,0,1,0.5261,0.4917,0.3995,0.0061,22,80,102
12591,2012-06-09,2,1,6,15,0,5,0,1,0.6318,0.6402,0.666,0.1351,18,127,145
12592,2012-06-09,2,1,6,16,0,5,0,1,0.5828,0.5761,0.659,0.0116,40,131,171
12593,2012-06-09,2,1,6,17,0,5,0,1,0.5975,0.5811,0.4133,0.2801,45,289,334
12594,2012-06-09,2,1,6,18,0,5,0,1,0.6571,0.6958,0.5073,0.0192,11,100,111
12595,2012-06-09,2,1,6,19,0,5,0,3,0.4745,0.4646,0.5321,0.4391,10,35,45
12596,2012-06-09,2,1,6,20,0,5,0,3,0.485,0.464,0.4928,0.1791,8,38,46
12597,2012-06-09,2,1,6,21,0,5,0,1,0.5712,0.5828,0.5675,0.2455,10,81,91
12598,2012-06-09,2,1,6,22,0,5,0,1,0.5579,0.5359,0.3514,0.2804,18,44,62
12599,2012-06-09,2,1,6,23,0,5,0,1,0.4661,0.474,0.5976,0.0299,10,26,36
12600,2012-06-10,2,1,6,0,0,6,0,1,0.5703,0.5634,0.4369,0.2436,5,18,23
12601,2012-06-10,2,1,6,1,0,6,0,2,0.5756,0.4993,0.408,0.0354,1,9,10
12602,2012-06-10,2,1,6,2,0,6,0,3,0.6323,0.5976,0.7061,0.4511,0,3,3
12603,2012-06-10,2,1,6,3,0,6,0,1,0.5136,0.4877,0.5617,0.1088,0,5,5
12604,2012-06-10,2,1,6,4,0,6,0,1,0.5793,0.6038,0.3328,0.0633,1,4,5
12605,2012-06-10,2,1,6,5,0,6,0,2,0.4909,0.4886,0.4064,0.3752,4,21,25
12606,2012-06-10,2,1,6,6,0,6,0,2,0.61,0.6095,0.2991,0.2422,6,56,62
12607,2012-06-10,2,1,6,7,0,6,0,1,0.5213,0.489,0.7039,0.0657,25,85,110
12608,2012-06-10,2,1,6,8,0,6,0,1,0.5731,0.6126,0.5689,0.0776,36,98,134
12609,2012-06-10,2,1,6,9,0,6,0,1,0.5813,0.5997,0.6347,0.0381,44,119,163
12610,2012-06-10,2,1,6,10,0,6,0,2,0.5578,0.5436,0.3269,0.0961,27,71,98
12611,2012-06-10,2,1,6,11,0,6,0,2,0.544,0.5188,0.7937,0.2182,29,82,111
12612,2012-06-10,2,1,6,12,0,6,0,1,0.5574,0.5876,0.4946,0.0264,29,110,139
12613,2012-06-10,2,1,6,13,0,6,0,2,0.5447,0.605,0.4086,0.4428,34,93,127
12614,2012-06-10,2,1,6,14,0,6,0,2,0.5307,0.5379,0.5462,0.1884,8,46,54
12615,2012-06-10,2,1,6,15,0,6,0,1,0.6496,0.7235,0.5505,0.0295,33,90,123
12616,2012-06-10,2,1,6,16,0,6,0,2,0.5537,0.5519,0.7595,0.0992,23,99,122
12617,2012-06-10,2,1,6,17,0,6,0,2,0.532,0.5305,0.4037,0.1669,53,179,232
12618,2012-06-10,2,1,6,18,0,6,0,1,0.5404,0.5035,0.3106,0.0555,23,131,154
12619,2012-06-10,2,1,6,19,0,6,0,1,0.5488,0.5896,0.6748,0.0173,11,88,99
12620,2012-06-10,2,1,6,20,0,6,0,1,0.5961,0.6127,0.3101,0.0616,28,80,108
12621,2012-06-10,2,1,6,21,0,6,0,1,0.6503,0.6318,0.5197,0.4756,23,63,86
12622,2012-06-10,2,1,6,22,0,6,0,1,0.4995,0.4891,0.5702,0.0443,21,51,72
12623,2012-06-10,2,1,6,23,0,6,0,2,0.5531,0.5534,0.3357,0.1155,2,17,19
12624,2012-06-11,2,1,6,0,0,0,1,1,0.5735,0.5161,0.5038,0.2412,2,19,21
12625,2012-06-11,2,1,6,1,0,0,1,3,0.4766,0.416,0.132,0.1585,0,7,7
12626,2012-06-11,2,1,6,2,0,0,1,3,0.5677,0.5947,0.6019,0.0965,0,5,5
12627,2012-06-11,2,1,6,3,0,0,1,1,0.5667,0.5899,0.1122,0.0841,0,5,5
12628,2012-06-11,2,1,6,4,0,0,1,3,0.5419,0.5371,0.6863,0.2868,0,3,3
12629,2012-06-11,2,1,6,5,0,0,1,1,0.5342,0.5452,0.2496,0.0478,3,24,27
12630,2012-06-11,2,1,6,6,0,0,1,1,0.5453,0.5364,0.1708,0.2212,9,55,64
12631,2012-06-11,2,1,6,7,0,0,1,1,0.5762,0.5614,0.6599,0.116,76,232,308
12632,2012-06-11,2,1,6,8,0,0,1,1,0.5305,0.5213,0.3123,0.3701,23,207,230
12633,2012-06-11,2,1,6,9,0,0,1,1,0.5726,0.5802,0.447,0.407,29,134,163
12634,2012-06-11,2,1,6,10,0,0,1,1,0.5379,0.5039,0.5985,0.0357,13,99,112
12635,2012-06-11,2,1,6,11,0,0,1,1,0.4519,0.4676,0.3679,0.3089,19,67,86
12636,2012-06-11,2,1,6,12,0,0,1,1,0.5153,0.5106,0.4682,0.0227,25,86,111
12637,2012-06-11,2,1,6,13,0,0,1,1,0.5761,0.576,0.6773,0.141,25,140,165
12638,2012-06-11,2,1,6,14,0,0,1,1,0.461,0.5219,0.0384,0.081,30,93,123
12639,2012-06-11,2,1,6,15,0,0,1,1,0.5598,0.5556,0.5166,0.0414,26,101,127
12640,2012-06-11,2,1,6,16,0,0,1,1,0.499,0.5136,0.6825,0.029,50,146,196
12641,2012-06-11,2,1,6,17,0,0,1,1,0.511,0.4709,0.6666,0.047,57,173,230
12642,2012-06-11,2,1,6,18,0,0,1,1,0.5794,0.5717,0.4095,0.2097,13,107,120
12643,2012-06-11,2,1,6,19,0,0,1,2,0.5543,0.5328,0.3447,0.2855,29,110,139
12644,2012-06-11,2,1,6,20,0,0,1,1,0.5615,0.5691,0.359,0.1022,33,108,141
12645,2012-06-11,2,1,6,21,0,0,1,1,0.6353,0.6753,0.4342,0.027,7,69,76
12646,2012-06-11,2,1,6,22,0,0,1,2,0.5769,0.5935,0.5005,0.075,7,50,57
12647,2012-06-11,2,1,6,23,0,0,1,1,0.5201,0.5281,0.4674,0.2907,5,36,41
12648,2012-06-12,2,1,6,0,0,1,1,3,0.5634,0.596,0.3163,0.4459,1,16,17
12649,2012-06-12,2,1,6,1,0,1,1,2,0.5898,0.5711,0.418,0.0531,2,5,7
12650,2012-06-12,2,1,6,2,0,1,1,1,0.5863,0.5788,0.6549,0.0999,1,7,8
12651,2012-06-12,2,1,6,3,0,1,1,2,0.5486,0.542,0.3328,0.0666,0,3,3
12652,2012-06-12,2,1,6,4,0,1,1,2,0.5499,0.561,0.3011,0.2179,0,5,5
12653,2012-06-12,2,1,6,5,0,1,1,2,0.5076,0.4649,0.5146,0.1119,1,10,11
12654,2012-06-12,2,1,6,6,0,1,1,3,0.5357,0.5319,0.4093,0.0395,3,26,29
12655,2012-06-12,2,1,6,7,0,1,1,1,0.5825,0.6108,0.3484,0.4648,35,180,215
12656,2012-06-12,2,1,6,8,0,1,1,1,0.6129,0.5816,0.3905,0.0459,52,196,248
12657,2012-06-12,2,1,6,9,0,1,1,2,0.4989,0.493,0.3545,0.062,12,97,109
12658,2012-06-12,2,1,6,10,0,1,1,2,0.524,0.507,0.6072,0.0185,11,50,61
12659,2012-06-12,2,1,6,11,0,1,1,1,0.4918,0.4647,0.3371,0.0206,12,75,87
12660,2012-06-12,2,1,6,12,0,1,1,3,0.494,0.492,0.564,0.0047,9,85,94
12661,2012-06-12,2,1,6,13,0,1,1,1,0.5446,0.5309,0.3797,0.2055,16,117,133
12662,2012-06-12,2,1,6,14,0,1,1,1,0.5877,0.6313,0.4048,0.216,33,94,127
12663,2012-06-12,2,1,6,15,0,1,1,1,0.459,0.4107,0.658,0.1234,49,145,194
12664,2012-06-12,2,1,6,16,0,1,1,3,0.5782,0.6028,0.4607,0.1927,17,90,107
12665,2012-06-12,2,1,6,17,0,1,1,1,0.4912,0.4995,0.2924,0.1431,48,125,173
12666,2012-06-12,2,1,6,18,0,1,1,1,0.6061,0.6437,0.463,0.0771,37,164,201
12667,2012-06-12,2,1,6,19,0,1,1,2,0.6174,0.6206,0.5417,0.018,20,126,146
12668,2012-06-12,2,1,6,20,0,1,1,2,0.5844,0.6674,0.4868,0.0063,14,81,95
12669,2012-06-12,2,1,6,21,0,1,1,1,0.5381,0.5383,0.6091,0.5696,12,51,63
12670,2012-06-12,2,1,6,22,0,1,1,1,0.5472,0.5253,0.5144,0.0657,9,58,67
12671,2012-06-12,2,1,6,23,0,1,1,1,0.5061,0.5023,0.5469,0.0593,5,37,42
12672,2012-06-13,2,1,6,0,0,2,1,2,0.5905,0.6046,0.3747,0.1157,1,13,14
12673,2012-06-13,2,1,6,1,0,2,1,1,0.5266,0.5408,0.6638,0.217,1,8,9
12674,2012-06-13,2,1,6,2,0,2,1,1,0.5542,0.5055,0.3072,0.093,1,7,8
12675,2012-06-13,2,1,6,3,0,2,1,1,0.4918,0.4932,0.6912,0.2852,0,4,4
12676,2012-06-13,2,1,6,4,0,2,1,2,0.571,0.5778,0.476,0.1169,1,6,7
12677,2012-06-13,2,1,6,5,0,2,1,1,0.5725,0.5682,0.3162,0.1019,4,15,19
12678,2012-06-13,2,1,6,6,0,2,1,1,0.4948,0.486,0.6573,0.1027,20,62,82
12679,2012-06-13,2,1,6,7,0,2,1,2,0.5572,0.5786,0.6995,0.0088,31,128,159
12680,2012-06-13,2,1,6,8,0,2,1,3,0.4728,0.4264,0.4745,0.0228,26,124,150
12681,2012-06-13,2,1,6,9,0,2,1,1,0.5843,0.5814,0.3836,0.0472,31,163,194
12682,2012-06-13,2,1,6,10,0,2,1,1,0.594,0.6264,0.7004,0.0407,20,93,113
12683,2012-06-13,2,1,6,11,0,2,1,1,0.6015,0.6441,0.4775,0.2275,54,133,187
12684,2012-06-13,2,1,6,12,0,2,1,1,0.5116,0.532,0.7448,0.0137,36,98,134
12685,2012-06-13,2,1,6,13,0,2,1,3,0.552,0.5529,0.6496,0.197,23,64,87
12686,2012-06-13,2,1,6,14,0,2,1,2,0.4807,0.5001,0.5242,0.1896,29,124,153
12687,2012-06-13,2,1,6,15,0,2,1,1,0.563,0.5807,0.6441,0.1077,39,122,161
12688,2012-06-13,2,1,6,16,0,2,1,1,0.646,0.6366,0.58,0.0128,42,99,141
12689,2012-06-13,2,1,6,17,0,2,1,1,0.5363,0.5397,0.2722,0.0166,60,198,258
12690,2012-06-13,2,1,6,18,0,2,1,3,0.5723,0.5662,0.1653,0.0811,32,116,148
12691,2012-06-13,2,1,6,19,0,2,1,1,0.5686,0.5688,0.4032,0.374,33,138,171
12692,2012-06-13,2,1,6,20,0,2,1,1,0.5196,0.555,0.6372,0.0489,9,78,87
12693,2012-06-13,2,1,6,21,0,2,1,1,0.4927,0.5116,0.4127,0.0444,18,56,74
12694,2012-06-13,2,1,6,22,0,2,1,1,0.5152,0.4917,0.5697,0.3011,15,37,52
12695,2012-06-13,2,1,6,23,0,2,1,1,0.4502,0.4274,0.5416,0.2779,8,34,42
12696,2012-06-14,2,1,6,0,0,3,1,1,0.5279,0.4898,0.4996,0.0477,2,19,21
12697,2012-06-14,2,1,6,1,0,3,1,1,0.5116,0.5197,0.5884,0.0709,3,9,12
12698,2012-06-14,2,1,6,2,0,3,1,2,0.6758,0.6833,0.2703,0.0881,1,6,7
12699,2012-06-14,2,1,6,3,0,3,1,3,0.547,0.5584,0.4633,0.0161,0,1,1
12700,2012-06-14,2,1,6,4,0,3,1,1,0.6034,0.5672,0.8045,0.0994,1,8,9
12701,2012-06-14,2,1,6,5,0,3,1,1,0.5592,0.4826,0.7283,0.0286,2,18,20
12702,2012-06-14,2,1,6,6,0,3,1,3,0.6682,0.7181,0.4043,0.1694,8,33,41
12703,2012-06-14,2,1,6,7,0,3,1,1,0.4712,0.4754,0.7095,0.0528,32,244,276
12704,2012-06-14,2,1,6,8,0,3,1,2,0.6127,0.662,0.7345,0.0389,49,223,272
12705,2012-06-14,2,1,6,9,0,3,1,1,0.4913,0.4567,0.5363,0.0278,31,114,145
12706,2012-06-14,2,1,6,10,0,3,1,1,0.5302,0.543,0.7369,0.3183,9,58,67
12707,2012-06-14,2,1,6,11,0,3,1,1,0.5838,0.585,0.4256,0.0806,16,148,164
12708,2012-06-14,2,1,6,12,0,3,1,2,0.565,0.6051,0.6794,0.1413,16,100,116
12709,2012-06-14,2,1,6,13,0,3,1,1,0.6307,0.6595,0.2857,0.125,38,102,140
12710,2012-06-14,2,1,6,14,0,3,1,1,0.5665,0.5228,0.566,0.1114,27,93,120
12711,2012-06-14,2,1,6,15,0,3,1,1,0.5002,0.4362,0.4392,0.0101,40,113,153
12712,2012-06-14,2,1,6,16,0,3,1,1,0.5209,0.529,0.3797,0.3947,33,205,238
12713,2012-06-14,2,1,6,17,0,3,1,1,0.5919,0.5939,0.575,0.0622,30,225,255
12714,2012-06-14,2,1,6,18,0,3,1,1,0.6122,0.6146,0.5422,0.1453,56,134,190
12715,2012-06-14,2,1,6,19,0,3,1,1,0.5448,0.5287,0.1694,0.1493,20,115,135
12716,2012-06-14,2,1,6,20,0,3,1,1,0.6358,0.6251,0.5469,0.0711,30,91,121
12717,2012-06-14,2,1,6,21,0,3,1,1,0.5438,0.5932,0.6382,0.0808,14,49,63
12718,2012-06-14,2,1,6,22,0,3,1,2,0.5568,0.5559,0.5503,0.0402,6,43,49
12719,2012-06-14,2,1,6,23,0,3,1,2,0.644,0.7099,0.2197,0.0838,7,20,27
12720,2012-06-15,2,1,6,0,0,4,1,2,0.5822,0.554,0.2304,0.0628,5,21,26
12721,2012-06-15,2,1,6,1,0,4,1,1,0.6255,0.6338,0.4874,0.0834,3,9,12
12722,2012-06-15,2,1,6,2,0,4,1,1,0.5273,0.565,0.2494,0.0196,1,5,6
12723,2012-06-15,2,1,6,3,0,4,1,2,0.4804,0.4807,0.4181,0.2663,0,3,3
12724,2012-06-15,2,1,6,4,0,4,1,3,0.5875,0.6147,0.2065,0.0484,0,3,3
12725,2012-06-15,2,1,6,5,0,4,1,1,0.5452,0.5101,0.3021,0.0646,3,20,23
12726,2012-06-15,2,1,6,6,0,4,1,2,0.6267,0.6247,0.459,0.0531,9,43,52
12727,2012-06-15,2,1,6,7,0,4,1,1,0.5882,0.571,0.5226,0.1809,50,184,234
12728,2012-06-15,2,1,6,8,0,4,1,1,0.5615,0.581,0.4823,0.0797,38,297,335
12729,2012-06-15,2,1,6,9,0,4,1,1,0.5439,0.4711,0.6262,0.1062,44,122,166
12730,2012-06-15,2,1,6,10,0,4,1,1,0.6126,0.6842,0.4297,0.1041,20,82,102
12731,2012-06-15,2,1,6,11,0,4,1,3,0.5247,0.4986,0.6135,0.0365,18,48,66
12732,2012-06-15,2,1,6,12,0,4,1,3,0.5382,0.5285,0.6464,0.0195,14,71,85
12733,2012-06-15,2,1,6,13,0,4,1,2,0.5069,0.5471,0.4847,0.1426,28,98,126
12734,2012-06-15,2,1,6,14,0,4,1,2,0.4947,0.4417,0.4031,0.1979,26,80,106
12735,2012-06-15,2,1,6,15,0,4,1,2,0.5846,0.6327,0.7944,0.0012,26,114,140
12736,2012-06-15,2,1,6,16,0,4,1,1,0.4907,0.4895,0.3733,0.0102,67,162,229
12737,2012-06-15,2,1,6,17,0,4,1,1,0.4616,0.4588,0.5058,0.0327,37,181,218
12738,2012-06-15,2,1,6,18,0,4,1,1,0.5705,0.4988,0.6133,0.151,42,136,178
12739,2012-06-15,2,1,6,19,0,4,1,1,0.5581,0.5753,0.7639,0.0698,32,141,173
12740,2012-06-15,2,1,6,20,0,4,1,2,0.5508,0.5532,0.5234,0.0343,16,58,74
12741,2012-06-15,2,1,6,21,0,4,1,1,0.655,0.6637,0.5581,0.024,19,72,91
12742,2012-06-15,2,1,6,22,0,4,1,1,0.582,0.5989,0.6796,0.1648,8,61,69
12743,2012-06-15,2,1,6,23,0,4,1,2,0.5708,0.5701,0.3688,0.3613,5,33,38
12744,2012-06-16,2,1,6,0,0,5,0,1,0.5587,0.541,0.5334,0.0347,7,30,37
12745,2012-06-16,2,1,6,1,0,5,0,1,0.5559,0.5608,0.7457,0.1171,2,9,11
12746,2012-06-16,2,1,6,2,0,5,0,2,0.5135,0.5346,0.6085,0.1811,0,4,4
12747,2012-06-16,2,1,6,3,0,5,0,3,0.5086,0.5045,0.5575,0.2852,0,3,3
12748,2012-06-16,2,1,6,4,0,5,0,2,0.5874,0.4763,0.343,0.1547,1,5,6
12749,2012-06-16,2,1,6,5,0,5,0,1,0.5849,0.5788,0.612,0.1538,5,16,21
12750,2012-06-16,2,1,6,6,0,5,0,1,0.4736,0.4517,0.6892,0.0635,21,58,79
12751,2012-06-16,2,1,6,7,0,5,0,1,0.5915,0.6195,0.5631,0.2626,17,145,162
12752,2012-06-16,2,1,6,8,0,5,0,1,0.5148,0.5158,0.6567,0.016,27,187,214
12753,2012-06-16,2,1,6,9,0,5,0,1,0.4569,0.4697,0.5492,0.1663,28,147,175
12754,2012-06-16,2,1,6,10,0,5,0,1,0.5475,0.4778,0.4264,0.0104,27,133,160
12755,2012-06-16,2,1,6,11,0,5,0,2,0.5696,0.581,0.5823,0.1065,31,101,132
12756,2012-06-16,2,1,6,12,0,5,0,3,0.5447,0.5411,0.7455,0.1548,15,89,104
12757,2012-06-16,2,1,6,13,0,5,0,1,0.5298,0.5313,0.3715,0.2879,46,154,200
12758,2012-06-16,2,1,6,14,0,5,0,1,0.5651,0.5869,0.4679,0.1674,22,64,86
12759,2012-06-16,2,1,6,15,0,5,0,1,0.5962,0.6305,0.4788,0.1045,24,112,136
12760,2012-06-16,2,1,6,16,0,5,0,1,0.5251,0.4903,0.3737,0.0223,35,138,173
12761,2012-06-16,2,1,6,17,0,5,0,2,0.4608,0.4721,0.7791,0.0507,57,189,246
12762,2012-06-16,2,1,6,18,0,5,0,1,0.57,0.5643,0.3206,0.1656,27,161,188
12763,2012-06-16,2,1,6,19,0,5,0,1,0.5408,0.5721,0.5766,0.1278,16,122,138
12764,2012-06-16,2,1,6,20,0,5,0,1,0.5807,0.537,0.2523,0.1594,7,62,69
12765,2012-06-16,2,1,6,21,0,5,0,1,0.5112,0.5017,0.6828,0.1443,19,72,91
12766,2012-06-16,2,1,6,22,0,5,0,2,0.5608,0.5498,0.544,0.1728,13,44,57
12767,2012-06-16,2,1,6,23,0,5,0,2,0.6021,0.5931,0.4149,0.0095,3,24,27
12768,2012-06-17,2,1,6,0,0,6,0,1,0.636,0.6722,0.2907,0.3012,3,21,24
12769,2012-06-17,2,1,6,1,0,6,0,2,0.5045,0.5449,0.6923,0.6322,1,8,9
12770,2012-06-17,2,1,6,2,0,6,0,2,0.5321,0.531,0.4679,0.072,0,6,6
12771,2012-06-17,2,1,6,3,0,6,0,1,0.5606,0.5365,0.3834,0.0614,0,3,3
12772,2012-06-17,2,1,6,4,0,6,0,2,0.6043,0.5095,0.3968,0.2144,0,7,7
12773,2012-06-17,2,1,6,5,0,6,0,2,0.5717,0.5471,0.3891,0.1378,4,15,19
12774,2012-06-17,2,1,6,6,0,6,0,1,0.6054,0.5788,0.6951,0.019,21,59,80
12775,2012-06-17,2,1,6,7,0,6,0,1,0.629,0.6561,0.6896,0.4211,26,160,186
12776,2012-06-17,2,1,6,8,0,6,0,1,0.5445,0.591,0.1637,0.007,30,179,209
12777,2012-06-17,2,1,6,9,0,6,0,2,0.6173,0.6497,0.513,0.1063,10,52,62
12778,2012-06-17,2,1,6,10,0,6,0,2,0.5822,0.5853,0.6,0.0367,20,54,74
12779,2012-06-17,2,1,6,11,0,6,0,3,0.5503,0.536,0.5035,0.064,20,55,75
12780,2012-06-17,2,1,6,12,0,6,0,3,0.5815,0.5815,0.2952,0.0543,17,51,68
12781,2012-06-17,2,1,6,13,0,6,0,1,0.5131,0.5067,0.3456,0.305,36,105,141
12782,2012-06-17,2,1,6,14,0,6,0,1,0.5495,0.5041,0.4279,0.1848,28,107,135
12783,2012-06-17,2,1,6,15,0,6,0,1,0.5942,0.6269,0.6123,0.0015,51,121,172
12784,2012-06-17,2,1,6,16,0,6,0,2,0.4015,0.3802,0.4795,0.1983,15,87,102
12785,2012-06-17,2,1,6,17,0,6,0,2,0.5723,0.5615,0.6753,0.0809,34,176,210
12786,2012-06-17,2,1,6,18,0,6,0,2,0.5725,0.5684,0.4298,0.0286,44,165,209
12787,2012-06-17,2,1,6,19,0,6,0,1,0.5073,0.4807,0.3529,0.1784,15,119,134
12788,2012-06-17,2,1,6,20,0,6,0,1,0.5736,0.5931,0.429,0.3872,14,78,92
12789,2012-06-17,2,1,6,21,0,6,0,1,0.5527,0.5293,0.6464,0.014,16,45,61
12790,2012-06-17,2,1,6,22,0,6,0,2,0.5432,0.5246,0.72,0.314,11,49,60
12791,2012-06-17,2,1,6,23,0,6,0,2,0.6365,0.6572,0.5368,0.0204,8,23,31
12792,2012-06-18,2,1,6,0,0,0,1,1,0.5093,0.5385,0.3887,0.3939,4,22,26
12793,2012-06-18,2,1,6,1,0,0,1,2,0.6499,0.6365,0.2917,0.1742,1,7,8
12794,2012-06-18,2,1,6,2,0,0,1,1,0.5818,0.555,0.5059,0.1101,1,6,7
12795,2012-06-18,2,1,6,3,0,0,1,1,0.4917,0.4803,0.8278,0.3679,1,4,5
12796,2012-06-18,2,1,6,4,0,0,1,2,0.58,0.6184,0.412,0.0037,1,5,6
12797,2012-06-18,2,1,6,5,0,0,1,1,0.5154,0.4544,0.5397,0.0081,4,19,23
12798,2012-06-18,2,1,6,6,0,0,1,3,0.5831,0.6451,0.3476,0.2055,7,39,46
12799,2012-06-18,2,1,6,7,0,0,1,1,0.5352,0.537,0.5324,0.0966,32,155,187
12800,2012-06-18,2,1,6,8,0,0,1,1,0.5799,0.5794,0.3035,0.6056,84,237,321
12801,2012-06-18,2,1,6,9,0,0,1,1,0.6099,0.6734,0.361,0.1556,25,153,178
12802,2012-06-18,2,1,6,10,0,0,1,1,0.4772,0.4841,0.471,0.0271,15,123,138
12803,2012-06-18,2,1,6,11,0,0,1,2,0.6531,0.6703,0.3759,0.084,17,85,102
12804,2012-06-18,2,1,6,12,0,0,1,1,0.5579,0.5597,0.5641,0.2807,29,108,137
12805,2012-06-18,2,1,6,13,0,0,1,2,0.5358,0.5331,0.4607,0.3123,32,80,112
12806,2012-06-18,2,1,6,14,0,0,1,1,0.4851,0.516,0.8153,0.2909,19,85,104
12807,2012-06-18,2,1,6,15,0,0,1,2,0.5103,0.4753,0.5684,0.0189,27,83,110
12808,2012-06-18,2,1,6,16,0,0,1,2,0.5925,0.6026,0.3796,0.4013,25,125,150
12809,2012-06-18,2,1,6,17,0,0,1,1,0.4418,0.457,0.5034,0.0082,48,282,330
12810,2012-06-18,2,1,6,18,0,0,1,1,0.6092,0.5729,0.7365,0.1229,37,242,279
12811,2012-06-18,2,1,6,19,0,0,1,2,0.4806,0.453,0.432,0.0039,25,88,113
12812,2012-06-18,2,1,6,20,0,0,1,1,0.4506,0.4517,0.5099,0.3276,17,93,110
12813,2012-06-18,2,1,6,21,0,0,1,2,0.5075,0.535,0.4999,0.0692,9,62,71
12814,2012-06-18,2,1,6,22,0,0,1,1,0.5589,0.5157,0.7947,0.2944,8,78,86
12815,2012-06-18,2,1,6,23,0,0,1,1,0.5206,0.4896,0.5512,0.1217,12,32,44
12816,2012-06-19,2,1,6,0,0,1,1,1,0.6099,0.5987,0.4557,0.0721,6,15,21
12817,2012-06-19,2,1,6,1,0,1,1,1,0.5557,0.5648,0.4446,0.1116,2,9,11
12818,2012-06-19,2,1,6,2,0,1,1,2,0.5713,0.5729,0.5219,0.2878,0,3,3
12819,2012-06-19,2,1,6,3,0,1,1,3,0.47,0.4817,0.3588,0.2304,0,2,2
12820,2012-06-19,2,1,6,4,0,1,1,2,0.5829,0.5898,0.4811,0.1879,1,5,6
12821,2012-06-19,2,1,6,5,0,1,1,1,0.4647,0.4618,0.5392,0.1274,3,17,20
12822,2012-06-19,2,1,6,6,0,1,1,1,0.5198,0.4943,0.577,0.4186,15,64,79
12823,2012-06-19,2,1,6,7,0,1,1,1,0.6256,0.6923,0.3666,0.1866,57,145,202
12824,2012-06-19,2,1,6,8,0,1,1,2,0.5542,0.5928,0.5515,0.7817,52,186,238
12825,2012-06-19,2,1,6,9,0,1,1,1,0.624,0.591,0.3802,0.0679,26,159,185
12826,2012-06-19,2,1,6,10,0,1,1,1,0.5111,0.5197,0.7457,0.0264,25,68,93
12827,2012-06-19,2,1,6,11,0,1,1,1,0.5852,0.5907,0.4497,0.167,22,84,106
12828,2012-06-19,2,1,6,12,0,1,1,1,0.502,0.5655,0.3152,0.0668,21,84,105
12829,2012-06-19,2,1,6,13,0,1,1,1,0.4921,0.457,0.4005,0.0505,35,87,122
12830,2012-06-19,2,1,6,14,0,1,1,1,0.5935,0.59,0.5017,0.3063,16,111,127
12831,2012-06-19,2,1,6,15,0,1,1,2,0.6037,0.6184,0.5286,0.1128,21,122,143
12832,2012-06-19,2,1,6,16,0,1,1,1,0.5889,0.562,0.5046,0.269,28,228,256
12833,2012-06-19,2,1,6,17,0,1,1,1,0.5338,0.571,0.3527,0.0866,39,337,376
12834,2012-06-19,2,1,6,18,0,1,1,1,0.5452,0.5362,0.4469,0.3571,59,145,204
12835,2012-06-19,2,1,6,19,0,1,1,1,0.4255,0.4998,0.7372,0.0302,13,105,118
12836,2012-06-19,2,1,6,20,0,1,1,3,0.5285,0.563,0.6498,0.2798,11,41,52
12837,2012-06-19,2,1,6,21,0,1,1,1,0.5302,0.5843,0.4094,0.0212,22,77,99
12838,2012-06-19,2,1,6,22,0,1,1,2,0.543,0.5511,0.5137,0.0914,9,41,50
12839,2012-06-19,2,1,6,23,0,1,1,1,0.552,0.5574,0.4857,0.3208,7,33,40
12840,2012-06-20,2,1,6,0,0,2,1,1,0.6,0.608,0.2527,0.0453,3,15,18
12841,2012-06-20,2,1,6,1,0,2,1,2,0.6111,0.5804,0.3941,0.2468,1,7,8
12842,2012-06-20,2,1,6,2,0,2,1,2,0.5789,0.6441,0.8003,0.0201,0,3,3
12843,2012-06-20,2,1,6,3,0,2,1,1,0.598,0.6173,0.6681,0.2987,1,4,5
12844,2012-06-20,2,1,6,4,0,2,1,1,0.5249,0.4811,0.2392,0.0522,1,5,6
12845,2012-06-20,2,1,6,5,0,2,1,1,0.5117,0.537,0.2649,0.2586,3,17,20
12846,2012-06-20,2,1,6,6,0,2,1,3,0.539,0.5404,0.5857,0.0444,7,43,50
